iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-BGDB87,['Post Floods Disaster Recovery Response - 2012 in Satkhira & Jessore'],['Oxfam GB'],,['To provide integrated recovery assistance for 3847affected households to meet their basic food needs to avoid negative coping strategies and provide them the means and capacities to strengthen their own livelihoods in a sustainable manner through cash for work ( CFW) to 3847 households and cash for training ( CFT) to women of 3847 Households  for food security.'],['BD'],,,3,,2013-03-28T04:14:41Z,"['2', '4']","['2012-02-01T00:00:00Z', '2012-08-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-BGDB88,['Emergency Response & Early Recovery in AILA Affected area in Bangladesh'],['Oxfam GB'],,"['Ensure that targeted 5000 households have access to food security and WASH as per minimum sphere standard to uphold their survival that fosters early recovery, reduces vulnerability and enhances dignity.  100% households enabled for immediate food security through cash for work, cash for training and conditional & unconditional cash grants.  Total households (2700) have improved access to safe drinking water, sanitation and hygiene messages']",['BD'],,,3,,2013-08-14T10:17:48Z,"['2', '4']","['2012-01-15T00:00:00Z', '2012-11-30T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-ZAMB03,"[""Promoting Women's Rights through Extractive Industries Revenue Accountability""]",['Oxfam GB'],,"[""The project seeks to contribute to women's consciousness and women's  access to  resources in the extractive sector. In attaining this, the project will challenge negative social norms, values and practices as well as influence formal institutions around legislation and cultural practices. Through the implementation of change projects, partners are actively working at influencing and changing the narrative, policy and practice when it comes to women participation in the Extractive Industries at both the national, sub -national and community (grassroots) level in the districts of Lusaka, Lufwanyama and Zambezi.  Capacities of Women's Rights organisations and other civil society organisations in the sector to support women's rights and gender justice will be enhanced while there will be facilitation for citizens to be able to participate in the development of policies, legislation and implementation mechanisms related to the Extractives Industries (EI) sector.""]",['ZM'],,,3,,2023-08-09T14:28:40Z,"['2', '4']","['2017-05-01T00:00:00Z', '2022-03-31T00:00:00Z']",['5'],['Right to Equity: Gender and Diversity'],['99'],,,,,,,
GB-CHC-202918-BGDB90,['Building a Disaster Resilient Bangladesh under DIPECHO VII Action Plan'],['Oxfam GB'],,"['The project is part of DIPECHO VII action plan for South Asia and will contribute to NARRI consortium joint project on DRR in Bangladesh through ECHO funding. The project will mainly focus on Earthquake hazards with the key components  - capacity building of CBOs and LGIs on risk assessment and reduction measures, mass community mobilization and awareness on safe DRR practices, small scale risk mitigation and advocacy both at national and local level to promote linkages of development with DRR and effective functioning of institutional and policy setup in Bangladesh as far as DRR is concerned.']",['BD'],,,3,,2016-08-01T09:33:12Z,"['2', '4']","['2012-09-15T00:00:00Z', '2014-12-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-ZAMB05,['Enhancing Fiscal Accountability and Reducing Inequality'],['Oxfam GB'],,"['The project will build the capacity of communities to demand for quality investment in social services using revenue that is realised from natural resources, specifically mining. The project is underpinned by the values of fiscal justice and accountability and advances the need for progressive taxation and will therefore build on the Extractive Industries Transparency Initiatives (EITI) work leading to increased transparency and accountability for extractive resources. At a policy level, it is expected that laws and policies will be enacted that support a Mineral Revenue Sharing Mechanism (MRSM) to ensure beneficiation and equity in allocation of revenue from the sector. The project seeks to establish multi stakeholder platforms that will ensure that various stakeholders at the district level are engaged in the discourse on MRSM, beneficiation, transparency and accountability.']",['ZM'],,,2,,2021-04-01T06:58:48Z,"['2', '3']","['2017-04-01T00:00:00Z', '2020-03-31T00:00:00Z']","['2', '4', '5']","['Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB92,['Strengthening the voice of Human Right Defenders to Protect Rights & Entitlement'],['Oxfam GB'],,"[""Develop Human Right Defenders' and build capacity to work on injustice and discrimination against ethnic minorities and dalit community. Organise Public Hearing, Human Right Fair to promote them as active citizen of the country. Organise coordination meeting of Human Defenders, CSO and IP led organisations.  Publish Annual Human Right Report on Indigenous Peoples, building strong network amonsgt activist, CSO, legal aid and human right organisation.  Rapid response on Human Right Violation cases and initiate to ensuring the justice.  Media advocacy, Advocacy through ‘Parliamentary Caucus' legal documentation and effective and useful research""]",['BD'],,,3,,2016-11-30T08:53:13Z,"['2', '4']","['2013-04-01T00:00:00Z', '2015-03-31T00:00:00Z']","['3', '4', '5']","['Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB93,['FS Response Initiatives and Efforts for floods in North-Western Districts-2012'],['Oxfam GB'],,['To provide integrated recovery assistance for 3300 affected households in Fulchari upazila of Gaibandha district to meet their basic food needs to avoid negative coping strategies and provide them the means and capacities to strengthen their own livelihoods in a sustainable manner through cash for work ( CFW) to 3300 households and cash for training ( CFT) to women of 3300 HHs  for food security.'],['BD'],,,3,,2014-07-07T10:37:08Z,"['2', '4']","['2012-12-01T00:00:00Z', '2013-08-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMB06,['Increasing Humanitarian capacity among local actors'],['Oxfam GB'],,"['The project is aimed at Strengthened capacity, coordination and partnerships of Civil Society Organisations (CSOs) and other actors in the delivery of basic needs in emergencies across the country']",['ZM'],,,2,,2021-03-25T10:04:13Z,"['2', '3']","['2017-09-01T00:00:00Z', '2022-03-31T00:00:00Z']","['3', '4']","['Life and Security', 'Right to be Heard']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMB07,['DRC Refugee Response'],['Oxfam GB'],,"['By the end of 45 days, it is expected that the project would have delivered the following results: 1. Communities, especially women are able to participate in and are involved in the design and implementation of response and recovery initiatives 2. communities and households actively participate in Emergency Food Security and Vulnerable Livelihoods (EFSVL) initiatives aimed at reducing acute malnutrition.  3. Communities in the camps have a reduced incidence disease burden and improved public health and sanitation in Transit Centres (TCs) and host communities. 4. Low or zero incidence of sexual exploitation and Gender Based Violence (GBV). 5. Improved Menstrual Hygiene Management (MHM) in the camp.']",['ZM'],,,3,,2020-11-19T12:13:48Z,"['2', '4']","['2017-10-14T00:00:00Z', '2019-03-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB95,['Scaling up Inclusive Dairy Markets'],['Oxfam GB'],,"['Total 2100 people (4200 small -holder households, of which 2520 will be women -led) living in the 7 Districts of Bangladesh are expected to benefit directly from this project because: their household incomes will increase by an average of 30%; they will have greater influence over key decisions (including the power to negotiate better terms of trade) and; their livelihoods will be more resilient to shocks, such as natural disasters and market volatility.']",['BD'],,,3,,2018-12-05T13:27:44Z,"['2', '4']","['2014-05-01T00:00:00Z', '2018-02-28T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMB08,['Increasing commuinity benefits from extractives'],['Oxfam GB'],,"[""In the Zambian mineral revenue sharing context, the current system and administrative gaps undermine the government's ability to collect adequate tax revenue from mining operations, and mineral rents are not allocated to support local development. Mineral revenue is managed at the national level and allocated according to the national government's priorities, meaning that poor and marginalised groups, particularly women, are often excluded from involvement in discussions regarding these allocations. Consultations conducted by the Zambia Extractive Industry Alliance in August 2012 suggest that living standards and vulnerability among mineral rich communities has deteriorated. The impetus for this project is based on the need for Zambia to develop strong mechanisms and strategies to reduce the negative impacts of extractive industry activities, and to facilitate the identification and re -distribution of resource rents to contribute to poverty reduction, local development and provision of essential services.""]",['ZM'],,,2,,2021-06-14T15:50:54Z,"['2', '3']","['2017-12-01T00:00:00Z', '2022-03-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB96,"[""Bangladesh – Chili Traders' Enterprise of Fulchari (CTE-f), Gaibandha""]",['Oxfam GB'],,"[""- Increase the sales volume from at present level 62MT  to 300MT each year at the end of year 3 (2015).  - Strengthening supply chain by providing embedded service to producer group where 1,500 farming households (60% women) -potential suppliers' will have income raise by BDT 12,000 (BDT 2000 saves cost and BDT 10,000 from increased sales volume) from chili farming.   - Increase profitability by 5% through enhanced quality management system at purchasing, processing & distribution level.  - To get 2% market share of commercial powdered chili market in North Bengal.""]",['BD'],,,3,,2016-11-28T01:28:44Z,"['2', '4']","['2013-03-01T00:00:00Z', '2016-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-ZAMB09,['Zambia Cholera Emergence reasponse:2018'],['Oxfam GB'],,"['What Oxfam is doing Engagement with UNICEF and Disaster Management and Mitigation Unit (DMMU) shows a gap in cash to support interventions, shortages of chlorine, limited transport for distributions Oxfam assessment indicates a lack of public health promotion  - a critical part of prevention Government has not laid out response plan to allow for complimentary capacity and support from other actors where there are gaps especially where coordination is restricted Our interventions will include    i) government engagement (calling for a response plan; seeking authorisation to hold Non State Actor (NSA) coordination meeting; lobbying for investing in preparedness  and pre -positioning for prevention);   ii) Chlorine distribution and post distribution monitoring for compliance and correctness of usage of chlorine  iii) public health promotion ( door to door campaigns for PH messaging, demo of chlorine usage and observations for monitoring  iv) distribution of Information Education and Communication (IEC) visual materials in most affected compounds  v) support government interventions with 2 vehicles   vi) Closure of Oxfam office just for this week to comply with government restrictions on meetings and to minimize cross contamination (please note that staff will still be working from home and will be allowed limited access to the office (for internet, printing  signing and the like)  vi) a core Oxfam response team is in place including CD, HPM, Logs, BSM and HRM. These 5 will operate within the limits of restrictions and will work with partner in the Zambia Humanitarian Platform']",['ZM'],,,3,,2020-11-19T12:14:32Z,"['2', '4']","['2018-01-15T00:00:00Z', '2019-03-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
